system:index,B11,B12,B2,B3,B4,B8,NDVI,OC,VH,VV,VV_div_VH,VV_minus_VH,.geo
000000000000000008ff_0,2142.0,1602.0,1220.0,1354.0,1276.0,2848.0,0.38118333,45.5,-13.789465492168318,-9.167928795585118,0.6648501931269208,4.621536696583201,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.168902397596183,51.54834035897994]}"
0000000000000000090e_0,2023.0,1537.0,1251.0,1396.0,1311.0,3340.0,0.43625027,33.8,-15.198371514159637,-10.839611711413333,0.7132087606435042,4.358759802746304,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.138884944261036,52.69557880832898]}"
00000000000000000910_0,2176.0,1617.0,1284.0,1418.0,1318.0,3170.0,0.41265598,93.2,-15.337894048861536,-10.049588588644342,0.6552130661895059,5.2883054602171935,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.22467405389445,52.58688265895052]}"
0000000000000000091e_0,2170.0,1583.0,1266.0,1396.0,1336.0,3116.0,0.3998203,10,-15.092593582078464,-10.42134761939964,0.690494152825685,4.6712459626788245,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.454193608986989,52.38655835059187]}"
00000000000000000920_0,2133.0,1557.0,1206.0,1372.0,1272.0,3052.0,0.41165587,8.7,-14.853064397353855,-10.178125636092775,0.685254258906065,4.67493876126108,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.484736328647053,52.422131635843]}"
0000000000000000092f_0,2266.0,1609.0,1266.0,1407.0,1351.0,3341.0,0.42412618,4.8,-15.09538208279183,-10.3987077814622,0.6888668153233655,4.6966743013296295,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.890864668597487,52.29052844671949]}"
00000000000000000938_0,3391.0,2507.0,1418.0,1584.0,1642.0,2756.0,0.25329694,21.4,-17.486715871420827,-13.161803590960483,0.7526744122646434,4.324912280460344,"{""geodesic"":false,""type"":""Point"",""coordinates"":[12.105741684558877,51.873350828774385]}"
0000000000000000076f_0,2258.0,1655.0,1282.0,1438.0,1323.0,3424.0,0.44259533,28.5,-14.11059635987721,-9.464057769499842,0.6707057255503691,4.646538590377368,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.267622673039067,51.86481683357525]}"
00000000000000000771_0,2166.0,1594.0,1211.0,1335.0,1249.5,2930.0,0.40208158,11.8,-15.290449499205383,-9.465000304680721,0.6190138690934234,5.825449194524662,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.510437294336572,52.73941659419402]}"
0000000000000000076c_0,2162.5,1565.0,1248.5,1409.0,1285.0,3275.0,0.4364035,43.1,-14.923645017209529,-10.205626511875504,0.6838561557921448,4.718018505334024,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.276426162823437,52.781996738661284]}"
00000000000000000772_0,2373.0,1686.0,1283.5,1437.5,1323.5,3334.0,0.43166935,28,-15.447146489405554,-9.827965905871347,0.6362318058297608,5.619180583534208,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.536578269104451,53.0624507703634]}"
0000000000000000077a_0,2183.0,1551.0,1267.5,1368.5,1261.5,3218.5,0.43683037,9.8,-15.02588828667593,-9.883301218613036,0.6577515438722491,5.142587068062893,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.863744695580781,52.71058067357378]}"
00000000000000000788_0,2327.5,1651.5,1270.5,1429.5,1362.0,3159.5,0.39754507,28.4,-14.645498346994534,-9.917315952950872,0.677157971547349,4.728182394043662,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.047270508126399,52.12856220099274]}"
0000000000000000078d_0,2044.0,1473.0,1212.0,1339.0,1227.5,3202.0,0.44576138,15,-14.529664173247777,-9.46396774090015,0.6513548852922108,5.065696432347627,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.366980917744536,52.405243308501554]}"
00000000000000000909_0,2212.0,1681.0,1264.0,1425.0,1368.0,3263.0,0.40919888,33.7,-15.395349446023744,-10.747188719891334,0.6980802064656662,4.64816072613241,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.9890459548699,52.6070049213148]}"
00000000000000000915_0,2608.0,1883.0,1243.0,1381.0,1290.0,3312.0,0.43937418,64.2,-15.199332553229478,-9.157919295515143,0.6025211477835133,6.041413257714336,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.314236087721167,52.62182712350277]}"
00000000000000000789_0,3075.0,2129.0,1347.0,1506.0,1485.0,3306.0,0.38008767,7.2,-16.150163545488294,-10.645539804766434,0.6591598762936596,5.5046237407218594,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.133059617759814,52.73753013209737]}"
0000000000000000080c_0,3500.0,2535.0,1604.0,1874.0,1797.0,4128.0,0.39341772,36.1,-17.766026781806747,-10.841900523015081,0.6102602825139102,6.9241262587916665,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.537013703900957,51.85493536544993]}"
00000000000000000873_0,3261.0,2335.0,1388.0,1656.0,1661.0,3618.0,0.37071416,530.7,-18.644210740434247,-12.755619809446923,0.6841598170623246,5.8885909309873234,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.85527308621895,53.29304830379688]}"
0000000000000000077d_0,1893.5,1452.0,1257.0,1297.5,1261.5,2498.5,0.32898936,23.7,-19.66065443177475,-13.136874646405651,0.6681809444335877,6.523779785369097,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.891053480218014,52.349727423942966]}"
0000000000000000070c_0,4058.0,3312.0,1556.0,1814.0,2062.0,3626.0,0.27496484,18.7,-17.736501956947556,-10.446612616904751,0.5889894547561964,7.289889340042805,"{""geodesic"":false,""type"":""Point"",""coordinates"":[10.727456544134295,49.22871063232652]}"
00000000000000000864_0,2658.0,1995.0,1444.0,1622.0,1594.0,3584.0,0.38431826,29.2,-14.430475917704477,-7.538445773322302,0.5223975852434309,6.892030144382176,"{""geodesic"":false,""type"":""Point"",""coordinates"":[7.548408585163721,53.413063225755245]}"
000000000000000008e1_0,3543.0,2677.0,1523.0,1754.5,1841.5,4186.0,0.38896725,24.8,-19.16909846440977,-11.660257454552474,0.6082840816015131,7.5088410098572975,"{""geodesic"":false,""type"":""Point"",""coordinates"":[6.626826935185504,50.15235840745821]}"
00000000000000000905_0,2694.0,1798.0,1240.0,1342.0,1240.0,3092.0,0.42751616,10.5,-16.021995214634234,-9.613156383141689,0.5999974568935825,6.408838831492545,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.035587835150993,51.43928488348784]}"
00000000000000000825_0,3280.0,2547.0,1390.0,1584.0,1602.5,3831.0,0.41014078,32.1,-19.078622702520942,-12.267547379325245,0.6429996321329988,6.811075323195697,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.035389874966764,52.840926221299526]}"
00000000000000000777_0,2626.0,1863.0,1280.0,1418.5,1310.0,3396.5,0.44332308,40.2,-15.408173883121831,-9.674354241182625,0.6278715644415168,5.733819641939206,"{""geodesic"":false,""type"":""Point"",""coordinates"":[13.731243191173151,52.89464547528987]}"
00000000000000000785_0,3851.0,2871.0,1576.0,1812.5,1941.0,3816.0,0.32569048,13.2,-19.39757582565554,-13.074536157613556,0.6740293877506573,6.323039668041984,"{""geodesic"":false,""type"":""Point"",""coordinates"":[14.090748967877785,52.91898981948951]}"
0000000000000000095e_0,3254.5,2336.5,1294.5,1434.0,1414.5,3035.0,0.36419824,20.3,-18.31551222488937,-12.659420162337964,0.6911857013277951,5.656092062551407,"{""geodesic"":false,""type"":""Point"",""coordinates"":[9.803449442888956,53.63539625857483]}"
000000000000000007ed_0,3858.0,3448.0,1556.0,1736.0,1903.0,3170.0,0.2497536,16,-22.24793901948899,-12.977529502722193,0.5833137843174596,9.270409516766795,"{""geodesic"":false,""type"":""Point"",""coordinates"":[11.305073271823147,53.30499589707567]}"
000000000000000008f2_0,3391.0,2682.0,1648.0,1997.0,2264.0,3632.0,0.2320217,16.1,-20.374568494901094,-12.433067326788903,0.6102248167808011,7.941501168112191,"{""geodesic"":false,""type"":""Point"",""coordinates"":[8.26849811691393,49.66744781709049]}"
